input_row_key,input_company_name,input_main_country_code,input_main_country,input_main_region,input_main_city,matched_veridion_id,matched_company_name,company_legal_names,main_country_code,main_country,main_region,main_city,main_postcode,main_street,main_street_number,linkedin_url,website_url,match_score,match_status,review_needed
267,Intouch Insight Inc.,CA,Canada,Ontario,Ottawa,a83f235a-18a8-11f0-9677-b5b94a19b1e9,InTouch Fashion Inc.,InTouch Fashion Inc.,CA,Canada,Ontario,Toronto,M1P 3E4,Midland Avenue,2115,,https://www.intouchfashioninc.com/,100.0,Matched,False
268,Intrum Debt Finance AG,CH,Switzerland,Zug,Zoug,04fe7362-01b4-11ef-ade1-91904611b689,FINANCE SKY,,CH,Switzerland,Zug,Baar,6340,Bahnhofstrasse,8a 8b,http://www.linkedin.com/company/finance-sky-ag,https://www.financesky.ch/,93.3,Matched,False
269,ADVIS A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,0cdd9ee4-04c2-11ec-88e6-abf0591e0a83,Advis,,SE,Sweden,,,,,,,https://advis.se/,100.0,Matched,False
270,IPG MEDIABRANDS (SINGAPORE) PTE. LTD.,SG,Singapore,,,9b3460e0-4e9a-11ef-9005-197c1f23de9c,IPG Mediabrands APAC,,SG,Singapore,Central,Singapore,237994,Kim Seng Promenade,1,https://www.linkedin.com/company/ipg-mediabrands-apac,,81.6,Needs Review,True
271,Ipsos Sdn. Bhd.,MY,Malaysia,,,dff13de7-1afd-11ec-a31a-a7a88bbb321b,Ipsos Sdn Bhd.,Ipsos Sdn Bhd.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,59200,Lingkaran Syed Putra,,,,100.0,Matched,False
272,ISS Facility Services A/S,DK,Denmark,Capital Region Of Denmark,Gladsaxe Municipality,52dd79a7-64a6-11ee-8ba4-c1d00e9cebfd,ISS Facility Services Ltd.,ISS Facility Services Ltd. | ISS Facility Services Srl.,DK,Denmark,Capital Region Of Denmark,Gladsaxe Municipality,2860,Buddingevej,197,https://www.linkedin.com/company/iss-facility-services-australia,https://frontend-issworld-demo.vercel.app/en,100.0,Matched,False
273,ISS FACILITY SERVICES AB,SE,Sweden,,,44c706f1-24fe-11ec-ad6a-91b64789543a,ISS Faciliy Services AB.,ISS Faciliy Services AB.,SE,Sweden,Värmland County,Arvika,671 29,Snickaregatan,6,,,100.0,Matched,False
274,ISS FACILITY SERVICES AS,NO,Norway,Oslo,Oslo,b6933ece-a507-11ec-aceb-79f5b854cd8b,ISS Facility Services Norge,,NO,Norway,Oslo,Oslo,0195,Smeltedigelen,1,http://www.linkedin.com/company/iss-norway-a-s,,100.0,Matched,False
275,ISS GLOBAL A/S,DK,Denmark,Capital Region Of Denmark,Gladsaxe Municipality,03a29e1d-0e0f-11ec-9e7a-c7c07683508d,ISS GLOBAL,,GB,United Kingdom,England,London,IG11 0DS,River Road,,,https://iss-global-bmt.com/,100.0,Matched,False
276,ITECTRA A/S,DK,Denmark,North Denmark Region,Aalborg Municipality,9078dc15-d8b6-11ec-bddb-7f9900015c5f,Itectra,,DE,Germany,Rhineland-Palatinate,Eich,67577,Unterdorfstraße,7,,http://itectra.de/,100.0,Matched,False
277,JACK OF DIGITAL (PRIVATE) LIMITED,PK,Pakistan,Sindh,Saddar Town,aceeb54f-027f-11ec-adbd-5ff720d6d289,Jack of Digital,Jack of Digital Pvt Ltd.,PK,Pakistan,Sindh,Saddar Town,75600,Gizri Road,,https://www.linkedin.com/company/entravision-jackofdigital,https://jackofdigital.com/,100.0,Matched,False
278,AEON DANMARK A/S,DK,Denmark,Region Of Southern Denmark,Vejle,799f4640-93e4-11eb-97db-273ba5953680,Aeon art,,DK,Denmark,Capital Region Of Denmark,Kastrup,2770,Fjelstrupvej,7,,https://aeonart.co/,95.0,Matched,False
279,Jastel Network Co Ltd,TH,Thailand,Nonthaburi Province,Pak Kret City Municipality,7f176bc0-93e4-11eb-a746-fdabd18be9c6,Jastel,JasTel Network Co. Ltd. | Justel Network Company Limited,TH,Thailand,Nonthaburi Province,Nonthaburi City Municipality,11000,,,http://www.linkedin.com/company/jastel-network-co.-ltd.,https://www.jastel.co.th/,100.0,Matched,False
280,JLL Corporate Solutions AB,SE,Sweden,,,117f0e3f-9c88-11ef-8bab-03376d671938,JLL CORPORATE SOLUTIONS AB.,JLL CORPORATE SOLUTIONS AB.,SE,Sweden,Stockholm County,Stockholm,111 29,,,http://www.linkedin.com/company/jll-corporate-solutions-ab,,100.0,Matched,False
281,JOB-INDEX A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,059cad4c-93e5-11eb-a33a-a3dfba582839,Jobindex,Jobindex A/S.,DK,Denmark,Capital Region Of Denmark,Frederiksberg,,,,https://www.linkedin.com/company/jobindex,https://www.jobindex.dk/,98.8,Matched,False
282,JOBSTREET.COM PTE LTD,SG,Singapore,Central,Singapore,04f6a945-93e5-11eb-8474-3bbe2d07207d,International Tax Management,International Tax Management Pte Ltd.,SG,Singapore,Central,Singapore,078881,Wallich Street,,http://www.linkedin.com/company/international-tax-management-pte-ltd,https://itm.com.sg/,77.7,Needs Review,True
283,JOHNSON CONTROLS DENMARK APS,DK,Denmark,Central Denmark Region,Aarhus,7e7d6a9c-f83f-11ed-b0a0-6f857d830031,Johnson Controls Denmark ApS Medarbejderparkering,,DK,Denmark,Central Denmark Region,Aarhus,8270,Holmevej,,,,100.0,Matched,False
284,JONES LANG LASALLE PROPERTY CONSULTANTS PTE LTD,SG,Singapore,Southeast,,a0c7c82f-a62d-11ed-b2cd-53de41d2c5f2,Jones Lang Lasalle Property Consultants Pte. Ltd.,Jones Lang Lasalle Property Consultants Pte. Ltd.,SG,Singapore,Central,Singapore,178957,Temasek Boulevard,6,,,100.0,Matched,False
285,Kahoot! Denmark ApS,DK,Denmark,Capital Region Of Denmark,Copenhagen,14b174a0-93e5-11eb-8ad6-7326edce8d21,Kahoot,Kahoot! Trust | Kahoot! EDU Inc.,NO,Norway,Oslo,Oslo,0160,Fridtjof Nansens Plass,7,https://www.linkedin.com/company/kahoot,https://kahoot.com/,57.1,Unmatched,False
286,KAMTOWER DANMARK A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,4e032ab4-1240-11ec-943a-2bbc08a0d40e,KAMTOWER,KAMTOWER DANMARK A/S.,IN,India,Haryana,Gurugram,,,,,https://kamtower.com/,88.9,Matched,False
287,KANTAR TNS AS,NO,Norway,Oslo,Oslo,0013bee4-93e5-11eb-b89f-536884b3e7dd,Kantar,,NO,Norway,Oslo,Oslo,0187,Lakkegata,23,,https://kantar.no/,100.0,Matched,False
288,"Kaon Broadband Co.,Ltd.",KR,South Korea,Gyeonggi,Seongnam-si,1ecc5380-f93a-11ed-8280-65480d49b73b,broadband WebFAX,SK broadband CO.LTD,KR,South Korea,Seoul,Seoul,,Gaepo-ro,6,,https://mobicall.co.kr/,100.0,Matched,False
289,KERRY FREIGHT PAKISTAN (PRIVATE) LIMITED,PK,Pakistan,,,da7ed6a5-fb93-11ee-aa89-23a399016fc1,Kerry Freight Pakistan PVT LTD.,Kerry Freight Pakistan PVT LTD.,PK,Pakistan,Sindh,Karachi,74400,,C105,,,100.0,Matched,False
290,Kerry Logistics Network Limited,HK,Hong Kong,Hong Kong,Kwai Chung,65474a0b-1868-11f0-87d6-d79637eee6c5,Kerry Logistics,Kerry Logistics Network Limited,US,United States,South Dakota,Spearfish,57783,East Colorado Boulevard,234,,https://kerrylogisticsllc.com/,100.0,Matched,False
291,KINLY HOLDING AS,NO,Norway,Rogaland,Stavanger,ea275f75-2672-11ee-aaf2-7fedf3310a03,Kinly AS avd Trondheim,,NO,Norway,Trøndelag,Trondheim,7037,Sluppenvegen,19,,,77.6,Needs Review,True
292,KINNARPS A/S,DK,Denmark,Capital Region Of Denmark,Brøndby,0bb5cdb1-93e5-11eb-be5a-4f810ab55f2e,Kinnarps,Kinnarps Hungary Kft.,HU,Hungary,Budapest,Budapest,1138,Esztergomi Út,39,https://www.linkedin.com/company/kinnarps-hungary-kft-,http://www.kinnarps.hu/,100.0,Matched,False
293,KLM-ROYAL DUTCH AIRLINES Filial av utenlandsk foretak.,NO,Norway,Oslo,Oslo,db8d8f95-f669-11ed-a149-9b392686bc00,Foretak. KLM-Royal Dutch Airlines filial Av utenlandsk,,NO,Norway,Oslo,Oslo,0161,Haakon VII's Gate,9,,,100.0,Matched,False
294,KM TELECOM DANMARK A/S,DK,Denmark,Region Of Southern Denmark,Fredericia Municipality,483419e2-93e5-11eb-8474-3bbe2d07207d,KM TELECOM,KM Telecom Danmark A/S. | KM Telecom Belgium BV.,DK,Denmark,Region Of Southern Denmark,Fredericia Municipality,7000,Navervej,12,https://dk.linkedin.com/company/km-telecom-danmark-a-s,https://km-telecom.com/,100.0,Matched,False
295,KMD Venture A/S,DK,Denmark,Capital Region Of Denmark,Ballerup,39f1ad9b-f087-11ee-a97e-aba48fc57c0f,KMD-venture -,,US,United States,California,Pasadena,91103,North Raymond Avenue,87,,https://www.kmdventuregroupllc.com/,100.0,Matched,False
296,KODA,DK,Denmark,Capital Region Of Denmark,Copenhagen,34512921-cd98-11ec-8506-afdec304713d,AUTOR,,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Lautrupsgade,9,,https://www.autor.dk/,62.2,Unmatched,False
297,KOLEGRUPPEN OST ApS,DK,Denmark,Capital Region Of Denmark,Ishøj Municipality,48005fb1-93e5-11eb-8474-3bbe2d07207d,Kølegruppen Øst ApS.,Kølegruppen Øst ApS.,DK,Denmark,Central Denmark Region,Silkeborg,8600,Bohrsvej,7,https://www.linkedin.com/company/17921954,https://koelegruppen.dk/,100.0,Matched,False
298,KOMMANDITAKTIESELSKABET FREDERIKSSUND SHOPPINGCENTER,DK,Denmark,North Denmark Region,Aalborg,01e4df40-250a-11ec-849c-ffcf1f4730e5,Frederikssund Traktor- og Maskinservice,,DK,Denmark,Capital Region Of Denmark,Frederikssund,3600,Sigerslevvestervej,13C,,,82.8,Needs Review,True
299,KORN FERRY (UK) LIMITED,GB,United Kingdom,England,London,2a5d0b59-1b05-11ec-8de4-3bb83042adac,Korn Ferry,,GB,United Kingdom,England,London,SW1Y 6QB,Ryder Street,"Ryder Court, 14",,,100.0,Matched,False
300,Kpmg AS Hovedkontor,NO,Norway,Oslo,Oslo,f06c2d62-93e4-11eb-919a-b3f9a5ad205c,Kpmg AS,,NO,Norway,Agder,Vegårshei,4985,Hovlandsveien,9,,http://www.kpmg.no/,78.8,Needs Review,True
301,KROLL ASSOCIATES U.K. LIMITED,GB,United Kingdom,England,London,6ef7c411-93e4-11eb-919a-b3f9a5ad205c,Kroll Interiors,Kroll Interiors LTD.,GB,United Kingdom,England,Sunbury-on-Thames,TW16 7BN,Cedar Way,2a,https://www.linkedin.com/company/kroll-interiors,https://krollinteriors.co.uk/,99.6,Matched,False
302,Kromann Reumert,DK,Denmark,Capital Region Of Denmark,Copenhagen,656bc70b-504e-11ef-81e3-8ddc2cd2c05e,Miljøretlig Forskningsportal MRF,Kromann Reumert I/S.,DK,Denmark,Capital Region Of Denmark,Copenhagen,1357,,,http://www.linkedin.com/company/milj%c3%b8retlig-forskningsportal,,100.0,Matched,False
303,LOXYSOFT AS,NO,Norway,Oslo,Oslo,ccb5e8c5-49ac-11ef-9397-29a989c8ce8f,Loxysoft,Loxysoft AB.,SE,Sweden,Jämtland County,Östersunds Kommun,831 32,,,,https://www.loxysoft.se/,90.9,Matched,False
304,LEASE PLAN FINANS A/S,DK,Denmark,Capital Region Of Denmark,Brøndby,a4c44a2b-f8e9-11ee-b9a5-7545a28ca44b,Lease Logic Aps.,Lease Logic Aps.,DK,Denmark,Capital Region Of Denmark,Rødovre Municipality,2610,Junovej,4,,,100.0,Matched,False
305,LeasePlan Sverige AB,SE,Sweden,Stockholm County,Solna,fb1700e9-1b5d-11ec-9e2d-97948a03f19d,Leaseplan,,SE,Sweden,Stockholm County,Solna,169 67,,,,https://www.leaseplan.se/,100.0,Matched,False
306,LEOCH BATTERY PTE. LTD.,SG,Singapore,Central,Singapore,9b2222a0-9c13-11ec-a427-3716f54dd1e5,LEOCH Battery,Leoch Battery Pte Ltd.,SG,Singapore,Central,Singapore,638118,Tech Park Crescent,1,http://www.linkedin.com/company/leochbatterysg,http://leoch.sg/,100.0,Matched,False
307,LINKEDIN IRELAND UNLIMITED COMPANY,IE,Ireland,Leinster,Dublin 2,48f6a691-93e5-11eb-8859-29e7c34dee35,Locateai,LinkedIn Ireland Unlimited Company,US,United States,California,San Francisco,94111,,4,https://www.linkedin.com/company/locateai,https://www.locate.ai/,100.0,Matched,False
308,LINKEDIN SINGAPORE PTE. LTD.,SG,Singapore,Central,Singapore,bd538962-a9a1-11ec-819d-93d1c51cb0f0,Linkedin Local Singapore,,SG,Singapore,Central,Singapore,178957,,,http://www.linkedin.com/company/linkedin-local-singapore,https://www.localx.org/,100.0,Matched,False
309,L.M. Ericsson Bangladesh Ltd.,BD,Bangladesh,,,8fc467df-1b06-11ec-a68d-499e0c2c3a34,LM Ericsson Bangladesh Ltd.,LM Ericsson Bangladesh Ltd.,BD,Bangladesh,Chattogram Division,Chattogram,4000,Badamtali Circle,,,,100.0,Matched,False
310,SCANOPTIK A/S,DK,Denmark,North Denmark Region,Aalborg,11a3715a-93e5-11eb-b89f-536884b3e7dd,Techpartners,Techpartners ApS.,DK,Denmark,North Denmark Region,Aalborg,9210,Indkildevej,10,https://www.linkedin.com/company/techpartners-aps,https://www.techpartners.dk/,72.0,Unmatched,False
311,LOYALTY AS,NO,Norway,Oslo,Oslo,3700913b-93e5-11eb-a746-fdabd18be9c6,Loyalty,Loyalty Nordic AB.,NO,Norway,Oslo,Oslo,0872,Maridalsveien,323D,https://www.linkedin.com/company/loyalty-as,https://www.loyalty.no/,100.0,Matched,False
312,MAKIO ApS,DK,Denmark,Capital Region Of Denmark,Copenhagen,b43ac8b9-93e4-11eb-a746-fdabd18be9c6,MAKIO,Makio ApS.,DK,Denmark,Capital Region Of Denmark,Copenhagen Municipality,1127,Hauser Plads,32 4,https://www.linkedin.com/company/makio,https://makio.dk/,100.0,Matched,False
313,Manpower Student AB,SE,Sweden,Stockholm County,Solna,d5937753-93e4-11eb-9937-4fab995bf8ff,Manpowergroup,ManpowerGroup AB.,SE,Sweden,Stockholm County,Solna,169 79,Evenemangsgatan,21 5,http://www.linkedin.com/company/manpowergroup-sweden,https://www.manpowergroup.se/,100.0,Matched,False
314,MANPOWER AS,NO,Norway,Oslo,Oslo,753387b2-93e4-11eb-aa66-9b8d95e2171b,MANPOWER,,NO,Norway,Oslo,Oslo,0187,Lakkegata,53,https://www.linkedin.com/company/manpower-norway,https://www.manpower.no/nb,100.0,Matched,False
315,Mapspeople A/S,DK,Denmark,North Denmark Region,Nørresundby,9e655640-93e4-11eb-a736-0f5b20ecb2f1,MapsPeople,MapsPeople A/S,DK,Denmark,North Denmark Region,Nørresundby,9400,Stigsborgvej,60,http://www.linkedin.com/company/mapspeople,https://www.mapspeople.com/,100.0,Matched,False
316,MARKEDSSJEFENE AS,NO,Norway,Oslo,Oslo,49eaca92-93e5-11eb-a33a-a3dfba582839,Markedssjefene,,NO,Norway,Oslo,Oslo,0164,Kristian Augusts Gate,13,http://www.linkedin.com/company/markedssjefene,https://www.markedssjefene.no/,100.0,Matched,False
317,JLT Denmark A/S,DK,Denmark,Capital Region Of Denmark,Lyngby-Taarbæk Municipality,002ff970-93e5-11eb-8ad6-7326edce8d21,Colas Danmark,Colas Denmark A/S.,DK,Denmark,Central Denmark Region,Horsens,8700,Kometvej,16,https://www.linkedin.com/company/colas-danmark-as,http://colas.dk/,82.1,Needs Review,True
318,MARSH & MCLENNAN AGENCIES AS,NO,Norway,Oslo,Oslo,9ebf87d2-0b0f-11ec-919d-09f69a4e0983,Gulbrandsen Agencies,,NO,Norway,Oslo,Oslo,0461,Maridalsveien,87,http://www.linkedin.com/company/gulbrandsen-agencies,https://gulbrandsen-agencies.no/,94.2,Matched,False
319,Maven Wireless Sweden AB,SE,Sweden,Stockholm County,Stockholms Kommun,86550f01-93e4-11eb-97db-273ba5953680,Maven Wireless,Maven Wireless Sweden AB. | Maven Wireless Inc. | Maven Wireless AB.,SE,Sweden,Stockholm County,Stockholms Kommun,164 40,Torshamnsgatan,39b,https://www.linkedin.com/company/maven-wireless,https://mavenwireless.com/,100.0,Matched,False
320,MAVENIR SYSTEMS AB,SE,Sweden,Stockholm County,Solna,8a8769f3-f8b6-11ed-9214-3d96876bd85b,Mavenir Systems AB.,Mavenir Systems AB.,SE,Sweden,Stockholm County,Stockholm,111 29,Fredsgatan,10,,,100.0,Matched,False
321,MAVENIR SYSTEMS LIMITED,GB,United Kingdom,England,Reading,bdb7856e-df67-11ed-b4c2-f1d5e4fb0acf,Mavenir Ipa Uk Limited,Mavenir Ipa Uk Limited,GB,United Kingdom,England,Cambridge,CB23 6DP,Cambourne Business Park,1010,,,100.0,Matched,False
322,MAVENIR SYSTEMS UK LIMITED,GB,United Kingdom,England,Reading,778051d9-057a-11ec-b41b-d7058b59cf68,Mavenir Systems Inc.,Mavenir Systems Inc. | 6740 HubSpot Inc.,GB,United Kingdom,England,Henley-on-Thames,RG9 1AY,Station Road,,,https://postsell.trade/,100.0,Matched,False
323,Measat Satellite Systems Sdn. Bhd.,MY,Malaysia,Selangor,Sepang,1fb93f4c-93e5-11eb-a736-0f5b20ecb2f1,MEASAT,MEASAT Satellite Systems Sdn Bhd. | Binariang Satellite Systems Sdn. Bhd.,MY,Malaysia,Selangor,Cyberjaya,63000,Jalan Teknokrat 4,1/2,http://www.linkedin.com/company/measat,http://www.measat.com/,100.0,Matched,False
324,Media Times Limited,PK,Pakistan,Punjab,Lahore District,3e1e0ea2-d860-11ec-b632-2f7cd22e07cb,Pakistan Guide,Columbus Travel Media Limited,PK,Pakistan,Punjab,Lahore,54000,Multan Road,31,,https://pakistanguide.pk/,100.0,Matched,False
325,MEISEL EIENDOM AS,NO,Norway,Viken,Lier,ca6898fe-0d75-11ec-bc3a-abf705312cc2,Meisel AS,,NO,Norway,,,,,,http://www.linkedin.com/company/meisel-as,http://meisel.no/,94.2,Matched,False
326,META PLATFORMS IRELAND LIMITED,IE,Ireland,Leinster,,012f4ad6-f81d-11ed-a23a-8d2b8739df35,Meta Nova Atria,,IE,Ireland,Leinster,Dublin,,,,,,80.0,Needs Review,True
327,MICROSOFT IRELAND OPERATIONS LIMITED,IE,Ireland,Leinster,Dublin,cf2b7b78-8ac0-11ec-9ac1-2dcc7ff86367,Microsoft Ireland Dream Space,,IE,Ireland,Leinster,Dublin,D18 T2N6,Leopardstown Road,1,http://www.linkedin.com/company/msdreamspace,,100.0,Matched,False
328,MICROSOFT NORGE AS,NO,Norway,Oslo,Oslo,d924db72-93e4-11eb-91fb-73d498260b10,FAST a Microsoft Subsidiary,,NO,Norway,Oslo,Oslo,,,,,https://www.fastsearch.com/,100.0,Matched,False
329,MICROSOFT REGIONAL SALES PTE. LTD.,SG,Singapore,Central,Singapore,bbfc7c57-a379-11ed-8bd9-e537e5b659ad,Microsoft Regional Sales Corporation,Microsoft Regional Sales Corporation,SG,Singapore,Southwest,,119968,Alexandra Road,438B,,,100.0,Matched,False
330,ABC KANTINEAUTOMATER ApS,DK,Denmark,Capital Region Of Denmark,Høje-Taastrup Municipality,2c53d1f1-6cf9-11ec-a598-5f2181f71be8,ABC Spilleautomater,,DK,Denmark,Capital Region Of Denmark,Frederiksberg,2000,Vagtelvej,65,,https://abcspilleautomater.dk/,100.0,Matched,False
331,NW GRUPPEN A/S,DK,Denmark,Central Denmark Region,Hedensted,008645a7-332c-11ec-ba1b-799c0ee08065,SJ Gruppen,Sj Gruppen ApS.,DK,Denmark,Region Of Southern Denmark,Faaborg,5600,Mørkebjergvej,1,,https://www.sj-container.dk/,100.0,Matched,False
332,"MIXPANEL, INC.",US,United States,California,San Francisco,23634bb1-05ba-11ee-97ec-f1c25d11b2f7,Mixpanel,,,,,,,,,,https://docs-mixpanel.vercel.app/docs/what-is-mixpanel,100.0,Matched,False
333,MNEMONIC AS,NO,Norway,Oslo,Oslo,b86d48c0-b500-11ec-92c5-7f4ee7009bc8,mnemonic AS.,,NO,Norway,Oslo,Oslo,0255,Henrik Ibsens Gate,100,https://www.linkedin.com/company/mnemonic,https://www.mnemonic.io/,100.0,Matched,False
334,MobilePeople ApS,DK,Denmark,Capital Region Of Denmark,Herlev Municipality,a112cce1-0fd4-11ec-bad9-ebcc1813e8d3,Mobilepeople,Mobilepeople ApS.,DK,Denmark,Capital Region Of Denmark,Herlev,2730,Lyskær,8A,http://www.linkedin.com/company/mobilepeople,https://mobilepeople.dk/,100.0,Matched,False
335,"MOBILEUM, INC.",US,United States,California,Cupertino,06e7cc3b-aec8-11ed-917a-a9ac0bf7643e,Mobileum,Mobileum Inc. | Mobileum India Pvt. Ltd. | Mobileum Pte Ltd.,US,United States,California,Cupertino,95014,Stevens Creek Boulevard,20813,http://www.linkedin.com/company/diameter-dictionary,,100.0,Matched,False
336,MODULEX DANMARK A/S,DK,Denmark,Region Of Southern Denmark,Billund,6c0e9978-af60-11ec-8ae6-95754aa3b64f,Modulex manufacturing,,DK,Denmark,Region Of Southern Denmark,Billund,7190,,,http://www.linkedin.com/company/modulex-manufacturing,,100.0,Matched,False
337,Monday. Kum Ltd.,IL,Israel,Tel Aviv District,Tel Aviv-Yafo,12a6917a-5bb9-11ef-b10f-8b8073910fcb,monday CRM,,IL,Israel,Tel Aviv District,Tel Aviv,6296802,Yitzhak Sadeh,6,http://www.linkedin.com/company/mondaycrm,,100.0,Matched,False
338,Mustika Teratai Sdn. Bhd.,MY,Malaysia,Johor,Johor Bahru,a0a8c541-2d1d-11ed-bd89-77060effa3ec,Teratai Agriculture,TERATAI AGRICULTURE SDN BHD.,MY,Malaysia,Johor,Muar,84000,Jalan Abdullah,203,,https://tapoultry.com/,100.0,Matched,False
339,NAGARRO AS,NO,Norway,Oslo,Oslo,fd8f8506-93e4-11eb-a33a-a3dfba582839,Nagarro ES,Nagarro ES GmbH,DE,Germany,Hesse,Kronberg Im Taunus,61476,Westerbachstraße,32,https://www.linkedin.com/company/nagarro,https://www.cxaddons.com/,90.0,Matched,False
340,NAGARRO ENTERPRISE SERVICES PRIVATE LIMITED,IN,India,Delhi,Punjabi Bagh,3038e1e5-f85b-11ed-b4e8-e74dfe271a42,Nagarro Hiring Team,,IN,India,Delhi,North East Delhi,110032,Nalae Wali Gali,10,,,81.9,Needs Review,True
341,NEC CORPORATION,JP,Japan,Tokyo,Tokyo,c43c3a03-93e4-11eb-8e19-198fb02d6f96,NEC Corporation of Malaysia,NEC Corporation | Nippon Electronic Corporation | Nippon Electric Corporation | Nippon Denki Kabushiki Kaisha | NEC Electronics Corporation,JP,Japan,Tokyo,Tokyo,162-0825,Kagurazaka-dori,1,https://www.linkedin.com/company/nec,https://www.nec.com/,60.0,Unmatched,False
342,NEC CORPORATION OF MALAYSIA SDN. BHD.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,24db63d1-8aa4-11ec-9150-8d453a1e7910,NEC Corporation Of Malaysia Sdn. Bhd.,NEC Corporation Of Malaysia Sdn. Bhd.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,59200,Lingkaran Syed Putra,,http://www.linkedin.com/company/nec-corporation-of-malaysia,,100.0,Matched,False
343,NEC Scandinavia Aktiebolag,SE,Sweden,Stockholm County,Stockholms Kommun,016a7543-93e5-11eb-919a-b3f9a5ad205c,Dataphone,Dataphone Scandinavia AB.,SE,Sweden,Stockholm County,Stockholm,,,,,https://www.ip-only.se/,100.0,Matched,False
344,NEMTILMELD.DK ApS,DK,Denmark,North Denmark Region,Nørresundby,0cf1a919-93e5-11eb-86dd-ffbd1b53140e,NemTilmeld,,DK,Denmark,North Denmark Region,Nørresundby,9400,Strømmen,6,https://www.linkedin.com/company/nemtilmeld,https://www.nemtilmeld.dk/,100.0,Matched,False
345,Nepa AB,SE,Sweden,Stockholm County,Stockholm,0c423876-0db9-11ec-b2c4-4d7effb1fb54,LivinLovinBali,Nepa AB.,,,,,,,,,https://livelikeyoga.com/,100.0,Matched,False
346,NERAS DIREKTE AS,NO,Norway,Viken,Drammen,a19f2484-93e4-11eb-b4a6-27899be4e45d,Neras direkte,,NO,Norway,Trøndelag,Trondheim,7052,Otto Nielsens Veg,12,http://www.linkedin.com/company/neras-direkte-as,https://nerasdirekte.no/,100.0,Matched,False
347,Nestor Cables Oy,FI,Finland,North Ostrobothnia,Oulu,83ad4797-93e4-11eb-97db-273ba5953680,Nestor Cables,,FI,Finland,North Ostrobothnia,Oulu,90620,Mittarikuja,5,https://www.linkedin.com/company/nestor-cables-ltd-,https://www.nestorcables.fi/,100.0,Matched,False
348,NET ONE ASIA PTE. LTD.,SG,Singapore,Central,Singapore,0b7c5fa4-ff7c-11eb-827e-6ff3a5df42cb,Net Zero Asia,,SG,Singapore,Central,Singapore,049909,Battery Road,6,http://www.linkedin.com/company/net-zero-asia,https://netzero.asia/,100.0,Matched,False
349,NETIC A/S,DK,Denmark,North Denmark Region,Aalborg,3e619af8-93e5-11eb-8859-29e7c34dee35,Netic,Netic A/S.,DK,Denmark,North Denmark Region,Aalborg,9220,Alfred Nobels Vej,25,https://www.linkedin.com/company/netic-as,http://netic.dk/,100.0,Matched,False
350,NETS DANMARK A/S,DK,Denmark,Capital Region Of Denmark,Ballerup,1821bc30-93e5-11eb-a746-fdabd18be9c6,Nets group,Nets group A/S. | Nets Sweden AB. | Nets Denmark A/S. | Nets A/S.,DK,Denmark,Capital Region Of Denmark,Ballerup,2750,Klausdalsbrovej,601,https://www.linkedin.com/company/nets-group/,https://nets.eu/,94.5,Matched,False
351,New Skies Satellites B.V.,NL,Netherlands,South Holland,The Hague,1238cd68-9cd4-11ef-b56b-31d2bc338e4f,New Skies Satellites B.V.,New Skies Satellites B.V.,NL,Netherlands,South Holland,The Hague,,,,http://www.linkedin.com/company/new-skies-satellites-b.v.,,100.0,Matched,False
352,NEWS PUBLICATIONS (PRIVATE) LIMITED,PK,Pakistan,Sindh,Karachi,98bdcc4e-0ece-11ec-8f6e-c368f4fbdb63,OK! Pakistan,Juicy Publications Private Limited. Ltd.,PK,Pakistan,Sindh,Karachi Division,75600,Khayaban-e-Shahbaz,10-c,,https://okpakistan.com/,100.0,Matched,False
353,NEXCOM A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,092a67f0-a75b-11ed-a06a-eb713c844d43,Nexcom,,BR,Brazil,São Paulo,São Paulo,,,,https://www.linkedin.com/company/nexcom-grupo,https://nexcomgrupo.com.br/,100.0,Matched,False
354,NOITSO A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,0bc250d0-93e5-11eb-b5f6-816dd10ac7b0,Experian,Noitso A/S.,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Lyngbyvej,2,https://www.linkedin.com/company/noitso,http://www.experian.dk/,100.0,Matched,False
355,Nokia Innovations Oy,FI,Finland,Uusimaa,Espoo,0c4def05-93e5-11eb-b997-8dd98d09cf25,Novocam Medical Innovations,Novocam Medical Innovations Oy.,FI,Finland,Uusimaa,Helsinki,00240,Pasilanraitio,5 b,https://fi.linkedin.com/company/futudent-novocam-medical-innovations-oy-,https://futudent.com/,100.0,Matched,False
356,NOKIA SERVICES AND NETWORKS MALAYSIA SDN. BHD.,MY,Malaysia,,,74601f29-1afc-11ec-aa0f-ab42aaaa4d70,Nokia Solutions And Networks Sdn Bhd.,Nokia Solutions And Networks Sdn Bhd.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,50470,Jalan Stesen Sentral,5,,,100.0,Matched,False
